first_competitor,second_competitor,category_id,match_id,winner,description
1800306,1800411,69423783,81497768,1800411,Runda 5
1500425,1500403,78327569,81498192,1500403,Runda 1
1800243,1700530,59134238,81508693,1700530,Repasaż 1
1500446,1500310,52414552,81510034,1500446,Eliminacje
1900319,1900405,85590899,81511074,1900319,Runda 2
1800392,1500449,28691493,81514463,1800392,Runda 3
1700097,1700045,52252976,81515068,1700097,Runda 3
2100252,1900171,8494849,81526680,2100252,Repasaż 1
1500963,1501132,57640863,81531123,1501132,Repasaż 1
1500540,1500112,91318842,81532389,1500540,Finał I-II
1500405,1600115,44570856,81534862,1500405,Runda 1
1700227,1900150,23931422,81539921,1700227,Eliminacje
1900128,1800146,56798544,81542188,1800146,Runda 1
1500445,1500148,2514865,81543029,1500148,Runda 1
2000022,1900383,97053443,81543511,1900383,Runda 5
1600125,2100098,79114698,81549816,1600125,1/2 F
1500393,1600088,93417675,81553844,1600088,Finał I-II
1700117,1500071,11411463,81554830,1500071,Finał III-V
1600248,1600337,1850364,81559353,1600248,1/4 F
1600180,1500446,31263906,81559998,1600180,Repasaż 2
1500112,1800006,7466693,81561860,1500112,Runda 1
1500237,1500096,96793263,81563329,1500237,Runda 1
1500394,1500379,26792541,81566095,1500394,1/4 F
1800050,1900283,96255741,81566592,1900283,Runda 3
1500098,1500266,70889987,81566615,1500098,1/2 F
1500213,1700001,46278076,81567529,1500213,Runda 3
1500447,1500376,94256461,81577766,1500376,Runda 3
1700488,1800239,89562112,81579161,1800239,Runda 5
2000241,1900145,80340877,81583867,2000241,1/2 F
1500007,1500069,84713454,81585009,1500007,Runda 3
1800407,1900099,38525397,81591537,1800407,Runda 1
1500138,1900003,60912691,81599982,1900003,Runda 1
2000341,2000004,51377104,81600023,2000004,Runda 3
1500863,1600269,28178037,81602579,1600269,Runda 1
1700523,1700510,92118477,81603907,1700510,Runda 1
1500687,1500315,73838488,81608052,1500315,1/8 F
1800198,1800110,29395197,81609893,1800110,1/8 F
1500009,1500065,93999740,81613645,1500009,Finał III-V
1500382,1500410,48373217,81618119,1500382,Runda 5
1600441,1600119,61741458,81629230,1600441,Runda 4
1600265,1600194,40272186,81629457,1600194,Runda 2
1600003,1700001,49023133,81633480,1700001,Runda 2
1700385,1800018,35567886,81634008,1700385,Eliminacje
1500155,1501118,53235935,81635490,1501118,Repasaż 1
1800317,1800054,89172091,81639984,1800317,1/2 F
1900145,1700385,40051239,81644003,1700385,Runda 1
1500271,1500215,36578971,81644345,1500271,Runda 2
1500008,1500217,26682904,81650600,1500008,Finał I-II
1700487,1900049,11793229,81652129,1700487,Runda 1
1500370,1600261,49916389,81657562,1500370,Eliminacje
1500164,1500206,62146781,81659448,1500206,Runda 1
1500097,1500212,63854298,81673939,1500212,Runda 2
1500426,1500545,27844771,81678605,1500426,1/2 F
1600420,1800018,39635281,81679700,1800018,Runda 1
1700297,1500402,92233652,81684234,1500402,Runda 3
1700026,1700071,53274439,81685655,1700071,Finał I-II
1500239,1900409,61510540,81688482,1500239,Runda 1
1500254,1500107,23573209,81688973,1500254,Eliminacje
1600088,1600250,12098763,81690903,1600088,1/4 F
1500978,1500112,29332591,81697635,1500112,Runda 4
1700117,1500394,64620888,81697897,1500394,Runda 4
1500742,1500434,44851719,81699549,1500742,Runda 4
1500379,1600125,99653978,81700920,1500379,Runda 1
1800130,1700283,77592887,81705442,1800130,1/4 F
1800241,1800015,53274439,81706212,1800241,Runda 5
1800014,1800097,56809180,81708435,1800014,1/2 F
1500429,1500322,51903342,81711745,1500429,Runda 2
1500433,1500436,88929716,81720451,1500433,Runda 1
1500339,1500192,6202346,81727499,1500192,Runda 3
1600295,1700278,59913167,81728772,1600295,1/4 F
1800003,1700353,71872350,81729399,1800003,Runda 2
1600267,1700261,78797528,81730497,1600267,Runda 3
1501103,1500004,53235935,81731206,1500004,Repasaż 2
1700067,1800073,9153272,81738494,1800073,Finał I-II
1500936,1600085,93526141,81739363,1500936,Runda 5
1500310,1500432,78327569,81741041,1500310,Runda 3
1900105,1900385,76385146,81742981,1900105,Runda 2
1600297,1501184,58703863,81743391,1501184,Runda 4
1700111,1700025,35601707,81748780,1700025,Runda 2
1500400,1500310,94806413,81750969,1500310,Runda 3
1500164,1700011,16807334,81753296,1500164,Runda 4
1700116,1600094,4086124,81754550,1700116,Runda 3
1900021,2000085,58101535,81759626,2000085,Runda 2
1800233,1700479,40926353,81761772,1700479,Runda 1
1600426,1600405,17754166,81764804,1600405,Runda 3
1500303,1600264,40114290,81776404,1600264,Runda 1
1700310,1600087,91741087,81791029,1700310,1/2 F
1501184,1600249,71689946,81794375,1501184,Runda 3
"","",68550815,81799597,"",Eliminacje
1800306,1800022,83185135,81805682,1800022,Runda 1
1700256,1600248,71034843,81810770,1700256,Runda 3
1500294,1500094,77163715,81814489,1500294,Runda 2
1500043,1500011,9198718,81817419,1500011,1/4 F
1500134,1500179,32661036,81823455,1500134,Finał I-II
1600601,1700024,15749064,81823926,1700024,Runda 1
1700110,1700295,97407759,81824250,1700295,Runda 3
1501189,1501179,14931206,81824971,1501189,Runda 1
1700104,1600372,35313262,81826371,1600372,Runda 3
1500626,1600058,3058625,81826549,1600058,Runda 1
1600531,1700127,57611120,81833072,1600531,Runda 3
1800003,1500095,45304050,81833607,1500095,Repasaż F
1700519,1600502,86331375,81837419,1600502,Runda 5
1600450,1500093,49464894,81840428,1500093,1/2 F
1800103,1500330,36971909,81843823,1500330,Runda 1
1500132,"",39344844,81849992,"",Runda 3
1500410,1700117,4675402,81852939,1500410,Eliminacje
1900321,2100194,11048102,81854818,2100194,Repasaż 2
1600409,2000074,73390348,81859769,1600409,Runda 1
1500410,1800009,36869937,81869123,1800009,Finał III-V
2000325,2000319,52458246,81869507,2000319,Runda 2
1900311,1700453,59761062,81871154,1700453,Finał I-II
2100223,2100092,52160702,81871290,2100223,Repasaż F
1500682,1500093,26159028,81871463,1500682,Eliminacje
1500976,1600017,77405600,81875532,1500976,Runda 4
1800071,1800351,63073317,81876554,1800351,Runda 2
1500401,1501107,97150864,81877082,1501107,Runda 3
1501041,1600124,84193219,81878449,1600124,Eliminacje
1500163,1800005,40215074,81881159,1500163,Runda 3
1500376,1500395,52958387,81881854,1500376,Runda 1
1500539,1500329,7876993,81882405,1500329,Runda 4
1800153,1800215,87416723,81884856,1800215,Finał III-V
1501184,1600264,43183220,81888109,1600264,1/2 F
1500401,1500814,78172944,81888200,1500814,Runda 3
1600279,1501059,4329711,81890657,1501059,1/8 F
1900377,1900406,76385146,81894106,1900406,Runda 5
1500112,1500010,6202346,81894203,1500010,Runda 1
1500164,1700009,62146781,81897185,1500164,Runda 3
1500059,1500216,65489330,81901713,1500059,1/4 F
1800366,1800232,92981581,81908141,1800366,1/4 F
"","",94461033,81908305,"",Runda 5
1500613,1501196,59609902,81911445,1500613,Runda 2
1500320,1500446,97886004,81912498,1500320,1/4 F
1501109,1500835,17812132,81918614,1501109,Finał I-II
1500950,1500949,11411463,81926677,1500949,Finał I-II
1700110,1600268,77872119,81926988,1600268,Repasaż 1
1500201,1500377,99620951,81928967,1500201,Runda 2
1900052,1700150,92367635,81929000,1900052,Finał I-II
1500321,1500570,84193219,81930026,1500570,Finał I-II
1800080,1700484,34008020,81931115,1700484,Runda 1
1500213,1800017,59175256,81937365,1500213,Runda 1
1600531,1700512,80104603,81942067,1600531,Runda 2
1500976,1600018,69565677,81942644,1500976,1/4 F
1800415,1600030,5316348,81942763,1800415,Runda 5
1600450,1500094,65287440,81945810,1600450,Runda 3
1800366,1900046,56130638,81947325,1800366,Runda 1
1500268,1500003,30111009,81952886,1500268,Runda 3
1600604,1800062,91297562,81959080,1600604,Finał I-II
1700403,1501024,35601707,81960690,1501024,Runda 2
1600618,1501192,22094829,81963743,1501192,Repasaż 1
1500136,1501116,20718253,81965559,1500136,1/4 F
1700274,1501194,50828415,81969358,1700274,Runda 3
1600226,1500967,60095819,81972208,1600226,1/4 F
1900381,2000244,84914808,81972989,2000244,Repasaż F
1900074,1800093,75783238,81975506,1800093,Runda 5
1500931,1500503,98675396,81989260,1500503,Eliminacje
1800208,1800144,77592887,81991618,1800208,Finał I-II
1700469,1500644,4329711,81996347,1500644,Repasaż 2
1500097,1500287,35906152,81997097,1500097,Runda 2
1500432,1500586,63100311,82003803,1500432,Eliminacje
1500454,1501112,91936741,82005138,1501112,Repasaż 1
2000007,1700131,13236318,82010355,2000007,Runda 3
1500618,1500880,86438357,82011055,1500618,Runda 3
1600409,1500816,85007409,82015057,1600409,1/4 F
1600227,1500829,32562951,82016756,1600227,1/8 F
1500299,1700145,66284775,82025843,1700145,Eliminacje
1600154,1600168,80256008,82027851,1600168,Runda 2
1500006,1500212,65094274,82028876,1500212,Runda 2
1800392,1500449,42738325,82030596,1800392,Runda 3
1700114,1600249,93476510,82032875,1600249,1/2 F
1900383,2000027,17023738,82034982,1900383,1/4 F
1700364,1700351,93879964,82043747,1700364,Runda 2
2000316,1800366,59515960,82048534,1800366,Runda 5
1800239,1800101,42832983,82050350,1800239,Runda 1
1500299,1600099,46135888,82052372,1500299,Eliminacje
1500158,1500544,3976527,82060343,1500544,Runda 2
1501097,1600586,85511658,82061568,1501097,Runda 1
1800409,1800416,94398353,82067959,1800409,1/4 F
1700235,1600085,77062424,82068749,1600085,Runda 1
1700274,1800237,35096076,82069995,1700274,1/2 F
1500209,1600024,59055063,82070476,1500209,Runda 1
1501100,1500823,92405281,82070649,1500823,Runda 3
1500080,1600450,87351507,82071951,1600450,1/2 F
1501182,1600249,60679410,82073475,1501182,Finał I-II
1800306,1501195,46515882,82074558,1800306,Finał I-II
1500284,1500213,36943266,82087797,1500284,Runda 2
1500394,1700117,48013733,82089624,1500394,Runda 1
1500047,1500106,91204139,82091158,1500106,Eliminacje
1900371,1900042,62091389,82091774,1900042,Runda 3
1700256,1700154,22058627,82093717,1700256,1/4 F
1500602,1500395,77636956,82098651,1500395,1/4 F
1600223,1500814,39745036,82103236,1500814,Runda 4
1700026,1800060,99653978,82103645,1700026,Runda 1
1600171,1500215,84824844,82107499,1500215,Repasaż 1
1700538,1800098,82140099,82108472,1800098,Finał I-II
2000318,2100228,25862419,82114612,2000318,Runda 4
1500239,1500949,32326862,82120251,1500239,Finał I-II
1500973,1500295,61866354,82121119,1500973,Runda 4
1700512,1600531,1850364,82121808,1600531,1/4 F
1500339,1501109,47799213,82130335,1500339,1/2 F
1500909,1500403,72493393,82133090,1500909,Runda 4
1500426,1800154,41037331,82135999,1500426,Finał I-II
1800412,1800235,11302157,82137125,1800412,Runda 3
1500587,1501037,73838488,82145477,1500587,1/8 F
1700256,1700254,64312783,82151357,1700254,Runda 1
1800319,1800350,27746578,82163543,1800319,Runda 3
1500410,1500160,55804634,82165016,1500160,Runda 3
1600088,1600142,25336991,82165289,1600088,Eliminacje
1501194,1500935,87738567,82167474,1500935,Runda 1
1600083,1500652,49329083,82170072,1600083,1/4 F
1500408,1500381,3542627,82175726,1500408,1/8 F
2100188,2000211,42587417,82180364,2000211,Runda 2
1500621,1500454,6160980,82180415,1500621,Eliminacje
1600087,1800019,71034843,82184107,1800019,Runda 4
1700016,1500270,4871411,82185743,1700016,Finał I-II
1500097,1500006,655300,82186546,1500006,1/8 F
1700116,1800102,52467232,82186981,1700116,Runda 1
1500684,1501037,22750365,82192425,1501037,Finał III-V
1800364,1700253,57511183,82197030,1800364,1/2 F
1500932,1500717,79773226,82208014,1500717,1/16 F
1900150,1600248,23931422,82208022,1600248,Repasaż 2
1500400,1500300,94806413,82209027,1500300,Runda 1
1500690,1800087,26852877,82222930,1800087,1/8 F
1500239,1500342,47222648,82223437,1500342,1/8 F
2000347,1900060,46606902,82228174,1900060,Runda 5
1700331,1700361,36096122,82228988,1700331,Runda 1
1500271,1500151,98175431,82230519,1500271,1/4 F
1800239,1700390,32057486,82240183,1700390,Runda 1
1500394,1500216,14936885,82241122,1500394,Runda 1
1900042,1800112,68959122,82241474,1800112,Runda 3
1500430,1500326,91834270,82245369,1500326,Runda 3
1500335,1600125,3001235,82245811,1600125,1/2 F
1800071,1800239,15556557,82256093,1800239,1/2 F
1600325,1500330,82751349,82257292,1500330,Eliminacje
1600114,1600337,8628102,82260388,1600114,Runda 2
1800409,1900070,28429734,82265809,1800409,Runda 1
1600279,1500137,44803586,82275310,1500137,Runda 1
1500094,1500101,65247383,82277870,1500101,Runda 1
1500434,1500901,13740561,82278219,1500434,Finał III-V
1500356,1500345,68516516,82282691,1500356,Runda 3
1600542,1500781,85757537,82290402,1600542,1/4 F
1700261,1800120,56809180,82293623,1800120,Repasaż F
1500403,1500554,99742588,82296435,1500403,Repasaż 1
1500214,1500160,25687572,82306095,1500214,1/4 F
1900263,1700150,94398353,82311274,1700150,1/4 F
1600193,1600197,39697125,82314808,1600193,Runda 2
1500006,1800425,62859193,82317316,1800425,Runda 3
1500406,1600105,80658482,82317690,1600105,Repasaż 1
1900169,1900073,35096076,82322525,1900169,Runda 5
1800349,2000320,52458246,82332913,1800349,Runda 1
1700247,1600109,38326706,82334282,1700247,Runda 1
1500003,1501163,57343099,82338801,1500003,1/8 F
1501022,1600193,86679248,82340580,1600193,Runda 1
1600531,1500158,31129397,82340743,1500158,Runda 3
1700260,1500391,72623968,82341596,1500391,Runda 2
1600251,1700152,50725156,82342253,1700152,Runda 1
1500137,1501101,48205099,82342986,1501101,Runda 1
1600238,1501124,10341970,82347266,1501124,Runda 2
1500417,1500696,81177084,82352205,1500696,Runda 1
1500144,1600406,66865159,82358001,1600406,1/2 F
1900044,1800407,92138464,82360373,1800407,Repasaż 1
1600125,1501188,48064939,82375665,1600125,Repasaż F
1500101,1500126,16837347,82376989,1500101,1/4 F
1500974,"",94461033,82378004,"",Runda 1
1900055,2000257,96557345,82383319,1900055,Repasaż 1
1600329,1800003,72832002,82388713,1600329,Finał I-II
1500162,1500554,48368341,82392306,1500162,1/8 F
2000091,1900124,22262768,82396964,1900124,Runda 3
1700110,1600504,41828866,82397137,1700110,Runda 1
1800134,1800289,22263830,82406187,1800289,Runda 3
1600288,1500382,84258215,82406939,1500382,Runda 4
1800091,1700297,54997172,82409039,1700297,Runda 2
1500669,2100099,92792802,82409348,2100099,Runda 1
1500381,1700010,72372106,82415559,1700010,Runda 3
1500965,1500817,81756714,82424656,1500965,Eliminacje
1501187,1600022,88643870,82429542,1501187,Runda 2
1500216,1500069,62604710,82442813,1500069,Runda 3
1500428,1600408,30795870,82443986,1500428,Runda 3
1800194,1700127,47368247,82447492,1800194,Runda 3
1500112,1500010,97094905,82464468,1500112,Finał I-II
1600034,1500399,58375092,82465934,1500399,1/4 F
1500626,1600094,94611570,82479857,1500626,Runda 5
2000094,1900364,38842008,82481110,1900364,Runda 1
1500375,1500950,74869008,82481405,1500375,1/2 F
1500376,1500395,14062245,82484324,1500376,Runda 1
1600058,1500156,91687648,82487852,1600058,Runda 2
1700136,1500663,40583759,82488624,1500663,1/8 F
1700103,1800336,63807572,82488709,1800336,Runda 1
1900093,1800366,65471483,82496728,1800366,Eliminacje
1500191,1600216,31700483,82500078,1500191,Runda 1
1500935,1500346,8241878,82502903,1500935,Repasaż 1
1600337,1800087,78789116,82503929,1800087,Runda 3
1500010,1500112,93699803,82505607,1500112,Runda 2
1700044,1700510,15543979,82512883,1700044,Eliminacje
2000197,1900263,49656557,82513387,1900263,Repasaż 1
1700156,1500699,72470806,82521292,1500699,Runda 1
1500066,1500239,65430353,82521591,1500066,Finał III-V
1900381,1900405,84914808,82548590,1900381,Repasaż 1
1500823,1501106,70011052,82550734,1501106,Finał III-V
1600264,1500692,95873121,82568154,1500692,Runda 5
1900311,1800104,13140749,82569929,1900311,Runda 1
1500320,1600301,46772681,82578437,1500320,Runda 3
1500213,1500215,15158424,82587247,1500215,Runda 3
1700479,1700513,86338970,82590346,1700513,Finał I-II
1600461,1500899,32253771,82603160,1600461,Runda 1
1700144,1700468,88397388,82603549,1700144,Eliminacje
"",1501018,73838488,82615391,"",1/8 F
1700260,1700226,27611994,82617516,1700260,Runda 5
1500138,1500094,77470303,82621670,1500094,Runda 2
1500003,1500949,40181346,82625601,1500003,1/2 F
1500174,1500233,64781015,82630965,1500233,Finał I-II
1500391,1600267,79920723,82635436,1600267,Runda 2
1500008,1500217,32286601,82640505,1500217,Runda 2
1500696,1500587,17327764,82641192,1500587,1/2 F
1600083,1500446,24405662,82643738,1500446,Runda 1
1700367,1500635,51081004,82646020,1500635,Runda 2
1800218,1800210,71444277,82647824,1800218,Repasaż 1
1600329,1800375,84427939,82649686,1800375,1/4 F
1800312,2000192,21845355,82650460,2000192,Runda 3
1501182,1500872,7885774,82653981,1500872,Runda 1
1500612,1500335,75326229,82654586,1500612,1/4 F
1700389,1700368,93402847,82654652,1700368,Runda 1
1600125,1700228,6515950,82655160,1700228,Finał III-V
1500187,1500062,70081078,82657912,1500062,Eliminacje
1500203,1500261,54967239,82662092,1500261,Repasaż 1
1600248,1700163,6233587,82663819,1600248,Runda 1
1500327,1500095,79397803,82666634,1500095,Runda 3
1900100,1500533,28360278,82673282,1500533,Repasaż F
1600256,1500635,6455460,82674743,1500635,1/4 F
1800418,2000080,46606902,82676949,1800418,Runda 3
1500426,1501015,18908315,82679858,1500426,1/2 F
1800096,1900309,79282850,82688256,1800096,1/2 F
1600148,1500448,96048160,82688788,1500448,Runda 2
1500098,1500097,63854298,82689831,1500098,1/2 F
1600557,1700110,93879964,82691445,1700110,Runda 3
1600088,1600157,93410434,82693956,1600088,1/8 F
1500327,1600193,38074219,82696193,1600193,Runda 4
1800047,1800068,91068751,82697800,1800068,Runda 3
1700487,1700376,54298445,82699619,1700487,1/2 F
1700015,1500158,40158506,82704037,1700015,Runda 3
1500424,1500380,84383667,82704107,1500380,Runda 3
1500748,1500947,91877118,82704911,1500748,1/8 F
1700182,1800366,99022995,82713654,1800366,Runda 3
1600531,1800415,29609875,82714527,1600531,Runda 5
1700181,1700166,43060037,82730196,1700181,1/8 F
1500292,"",9198718,82733199,1500292,1/4 F
1501013,1600329,47518023,82733575,1501013,1/2 F
1700115,1600297,74278427,82733619,1600297,Runda 1
1900019,1600083,85423008,82734383,1600083,Runda 1
1700354,1600285,30331445,82738019,1700354,Runda 5
1501065,1500899,79427700,82739914,1500899,Runda 1
1501188,1500640,94512068,82747347,1501188,1/8 F
1700177,1800062,13613633,82748944,1700177,Runda 1
1500052,1500179,32661036,82750048,1500179,Runda 1
1500206,1500006,17316673,82750182,1500006,Finał I-II
1600267,1500862,65809296,82756089,1600267,Runda 3
1500448,1500489,42871963,82757099,1500448,1/4 F
1500787,1500774,2027058,82758605,1500774,Runda 3
1500379,1600264,58492928,82763276,1500379,Runda 1
1600195,1500968,4329711,82763581,1500968,1/8 F
1500533,1500527,95253624,82767045,1500533,1/2 F
1500142,1500139,64568011,82770287,1500142,Runda 1
1500540,1600605,79782337,82777570,1500540,Runda 3
1700038,1500099,75232635,82779023,1500099,1/2 F
1800424,1700310,36501264,82782123,1700310,Finał III-V
1800112,1900104,68959122,82785312,1900104,Runda 1
1500298,1500468,12934841,82795538,1500468,Runda 3
1600088,1600502,93546453,82819832,1600502,Finał I-II
1500084,"",61313698,82825687,1500084,Eliminacje
1900099,2000194,4150803,82828105,2000194,Runda 2
1600329,1600495,44160346,82829237,1600329,Runda 2
1600428,1500423,98675396,82833327,1600428,Finał III-V
1900365,1900308,34510789,82840447,1900365,Runda 4
1900072,1600329,68076709,82850116,1600329,Runda 4
1501097,1500994,26078739,82852221,1500994,Finał I-II
1700530,2000211,42587417,82856737,1700530,Runda 5
1500544,1500468,5682646,82856827,1500468,Runda 3
1500136,1500949,53699919,82859848,1500949,Runda 1
1900104,1700538,87691394,82860339,1900104,Runda 2
2000008,2100194,37933470,82863808,2000008,1/2 F
1500594,1500599,67262349,82868621,1500599,Eliminacje
1700127,1700165,28897980,82871941,1700127,Runda 1
1800297,1700467,20080419,82873279,1700467,Runda 1
1600531,1500158,84159723,82877038,1600531,Runda 1
1600297,1700530,54399915,82881275,1600297,Runda 2
1600516,1600457,97881135,82881999,1600457,Runda 1
1700453,1600504,56717323,82896342,1600504,Runda 2
1500426,1700114,49453771,82897447,1500426,Runda 2
1600267,1700110,44133772,82899208,1700110,Runda 2
1500430,1500434,53340077,82900375,1500434,Finał III-V
1600604,1700353,79405186,82900570,1600604,Runda 5
1800221,1900162,43210379,82903556,1800221,Runda 3
1500288,1500419,76449082,82904549,1500419,1/8 F
1500164,1500206,5687443,82907414,1500206,Runda 1
1700513,1800403,73438285,82915440,1700513,1/2 F
1500835,1500095,77470303,82918014,1500835,1/2 F
1900091,1900139,52530096,82919659,1900091,Runda 3
1700153,1900338,44560123,82924263,1700153,Runda 2
1900379,2000044,17023738,82926995,2000044,Repasaż 1
1600386,1700086,7338652,82929091,1700086,Runda 1
1500612,1500404,8981572,82933212,1500404,Runda 2
1600269,1500391,17826284,82937712,1500391,Runda 3
1900079,2000182,22562075,82941137,1900079,Runda 1
1500410,1500160,61510540,82943100,1500160,Runda 2
1500095,1501149,81756714,82943626,1500095,1/2 F
1500069,1500268,65430353,82946976,1500268,Eliminacje
1800299,1800106,52467232,82958243,1800106,Runda 2
1700083,1900304,71904588,82968025,1900304,Eliminacje
1700163,1700347,79405186,82974680,1700163,Runda 5
1700110,1600267,97899884,82979426,1600267,1/2 F
1700127,1800415,57611120,82981788,1800415,Runda 1
1800241,1900364,53274439,82982315,1900364,Runda 3
1500290,1500380,18168649,82983390,1500290,Runda 2
1600313,1501065,65847267,82985849,1501065,1/4 F
1500379,1500383,41037331,82988053,1500383,1/8 F
1500112,1500540,79782337,82993104,1500112,Runda 1
1500236,1700008,42229029,82997038,1500236,1/4 F
1900242,1900040,82562595,83000105,1900242,Runda 3
1500937,1500436,40392423,83001193,1500436,Runda 3
1800207,1501195,8771798,83004816,1800207,1/2 F
1600248,1600604,44160346,83005058,1600248,1/2 F
1500416,1501182,54393739,83008310,1500416,Runda 3
1500022,1500088,26631114,83009949,1500022,Finał III-V
1900269,2000316,95723595,83010934,2000316,Runda 2
1500953,1501106,70011052,83012023,1501106,1/8 F
1500410,1500379,99653978,83014165,1500410,Runda 5
1800243,2000145,50043570,83014521,2000145,1/2 F
1800396,1700458,2379132,83027423,1700458,Runda 3
1900384,2000194,33058845,83030744,2000194,Runda 3
1500395,1500733,16363478,83031481,1500733,Runda 2
2100092,1900385,52160702,83031535,1900385,1/4 F
1900212,1800243,88444438,83033482,1800243,Finał III-V
1900091,1600148,95519590,83035675,1600148,Finał I-II
1500182,1500244,91204139,83036043,1500182,Eliminacje
1500548,1500535,55572340,83037692,1500548,Finał I-II
1900228,1900038,88444438,83045388,1900228,1/8 F
1501192,1700487,40562997,83045850,1501192,Runda 1
1500433,1500432,36572953,83047910,1500433,Finał III-V
1501187,1500212,44850558,83052227,1501187,1/2 F
1800019,1600190,52349741,83058743,1600190,Eliminacje
1500137,1500209,51788847,83059107,1500209,Runda 1
1501184,1600297,9384056,83059260,1600297,Runda 2
1500501,1500505,75454021,83063998,1500501,Runda 4
1700196,1800174,12243801,83069465,1700196,1/2 F
1800312,1700164,78628677,83069734,1800312,Runda 3
1500561,1500584,42871963,83071330,1500584,Repasaż 2
1800091,1900243,11793229,83072086,1800091,Runda 3
1500913,1500312,52997662,83079656,1500312,Runda 1
1500618,1500241,39837587,83083908,1500618,Runda 1
2000316,2000287,95723595,83086365,2000316,Runda 3
1700089,1700073,68378450,83086510,1700089,Runda 2
1700125,1700311,59302353,83087978,1700311,Runda 3
1500112,1500156,4599870,83088398,1500112,Runda 1
1500001,1500267,95016819,83088659,1500001,1/2 F
1500682,1500861,35619794,83105890,1500861,1/2 F
2100250,1800091,5481615,83106234,1800091,1/8 F
1500450,1500432,88929716,83111374,1500450,1/2 F
1500083,1500401,91103168,83117817,1500401,Runda 3
1500280,1500211,99917894,83120707,1500211,Repasaż 1
1500185,1500199,82802453,83122879,1500185,Repasaż 2
1600215,1600093,23573209,83123047,1600093,Repasaż 2
1600088,1700487,7265821,83128734,1700487,Runda 3
1600279,1800031,54783777,83141842,1800031,Runda 3
1600030,1500978,5316348,83144559,1500978,Runda 3
1500383,1500336,15331448,83145148,1500383,Runda 1
2000089,2000031,20965618,83150899,2000089,Runda 2
1500383,1501184,95780294,83151379,1500383,1/2 F
1800243,2000123,50043570,83152045,1800243,1/4 F
1500423,1500533,75898595,83156748,1500423,Eliminacje
1500097,1500271,33533101,83157438,1500271,Finał I-II
2000108,1900251,57525529,83160200,2000108,Finał I-II
1700415,1500394,93420275,83161861,1700415,1/8 F
1600355,1500656,65847267,83163991,1500656,Repasaż 1
1500324,1600302,55599796,83165878,1500324,Runda 1
1900185,1900092,13462697,83166983,1900092,1/8 F
1600145,1700292,69694686,83172093,1600145,1/4 F
1500377,1500290,71134957,83179030,1500290,Runda 1
1600249,1501107,75117489,83179435,1501107,Runda 2
1500748,1500570,91877118,83181822,1500570,1/2 F
1800099,1800106,4814686,83187585,1800106,Repasaż 1
1600351,1600514,69866915,83203235,1600514,Finał I-II
1600248,1600604,57511183,83209692,1600604,Finał III-V
1500663,1600377,74498687,83212210,1500663,Eliminacje
2000020,1700153,11001463,83212767,1700153,Runda 5
1900060,1800239,15556557,83214064,1900060,Runda 3
1500931,1501194,73848237,83216473,1500931,Finał III-V
1700453,1700160,59761062,83223574,1700453,1/2 F
1500208,1500955,52679978,83227493,1500208,Runda 3
1500404,1500849,48368341,83228170,1500404,Finał III-V
1500423,1500379,95873121,83235994,1500423,1/2 F
1500401,1600440,69575826,83242228,1500401,1/4 F
1500003,1500144,21946559,83242466,1500003,Runda 2
2100222,1700166,53054343,83245160,2100222,Finał III-V
"",1500727,47729096,83249207,1500727,1/2 F
1501109,1500290,8372209,83250550,1500290,1/2 F
1500101,1500147,95003611,83251874,1500101,Runda 2
1500416,1500426,96337495,83251997,1500426,Runda 2
1500330,1600309,92001787,83253800,1500330,Eliminacje
1500460,1501112,47222648,83260355,1500460,1/8 F
1600335,1800091,55939075,83260420,1600335,1/2 F
1500408,1500426,96511342,83260789,1500426,Finał I-II
1600268,1600604,99473449,83269385,1600604,Runda 1
1500814,1600172,54050326,83271734,1500814,Runda 3
1500160,1500239,91881422,83275070,1500160,Finał I-II
1800062,1600087,39172553,83275206,1800062,1/2 F
1500101,1500095,94764136,83276677,1500101,Repasaż F
1500140,1600081,55494356,83280204,1500140,Runda 1
1600354,1600413,79427700,83292123,1600354,Runda 1
1500474,1500520,9348549,83293098,1500474,Eliminacje
1501023,1500994,26078739,83298551,1500994,Runda 2
1600601,1700094,44560123,83298866,1700094,Runda 5
1700025,1700529,15233358,83311023,1700025,Runda 2
1800056,2000007,89216946,83314022,1800056,Finał III-V
1700071,1800015,2719021,83316822,1700071,Runda 4
1600433,1800253,39799487,83322171,1600433,1/2 F
1501193,1700093,33444249,83325915,1501193,Runda 3
1500449,1800392,74826988,83334605,1800392,Runda 3
1500335,1500416,61917503,83334628,1500416,1/2 F
1500381,1500382,11572157,83337027,1500382,Runda 1
1600450,1500094,11383760,83339902,1600450,1/2 F
1500419,1500587,98675396,83355272,1500419,1/4 F
1600604,1600114,65833122,83357535,1600604,1/2 F
1600495,1600248,20550290,83363295,1600248,Runda 4
1700373,1700358,37883652,83366295,1700358,Runda 1
1500067,1500160,52234194,83370656,1500160,Runda 5
1500326,1500324,36746152,83376664,1500326,Finał I-II
1500645,1500780,18266294,83376833,1500645,1/2 F
2000020,1500004,91847080,83377162,1500004,Finał III-V
1500618,1600167,68094775,83380464,1500618,Runda 2
1700191,1700208,6690909,83388133,1700208,Runda 1
1500066,1500012,50478616,83389802,1500066,Runda 2
1600004,1500215,36578971,83391833,1500215,1/2 F
2000154,1500730,92192957,83393615,2000154,1/8 F
