first_competitor,second_competitor,category_id,match_id,winner,description
1800348,1700061,35567886,66,1800348,1/8 F
1600167,1800364,26852877,4256,1800364,Finał III-V
1500215,1500426,25687572,7503,1500215,1/2 F
1500621,1500403,54295013,18147,1500621,1/8 F
1500339,1500294,57025092,23916,1500294,Runda 2
1700110,1500682,2430748,31190,1700110,Runda 2
1500395,1500271,63862941,44093,1500271,Runda 2
1600279,1800087,39484878,45948,1600279,1/8 F
1500682,1600267,2430748,53961,1500682,Runda 1
1800208,1700297,17230004,57872,1800208,1/2 F
1500376,1500145,20718253,57977,1500376,1/2 F
2000156,1600502,22094829,61750,1600502,Eliminacje
1600267,1700260,26274767,62682,1600267,Runda 3
1500491,1500536,52000580,64901,1500536,Repasaż 1
1800061,1800422,88444438,73851,1800422,Repasaż F
1600406,1500388,27203895,74840,1600406,Runda 3
1500376,1500447,52768852,76415,1500376,Runda 2
1500371,1600301,54637361,77342,1500371,Repasaż 2
1600268,1500104,77872119,84976,1500104,1/4 F
1500421,1500955,36128040,92594,1500955,Runda 3
1700132,1800098,85743187,93796,1700132,Runda 1
1500080,1600268,87351507,99389,1500080,Runda 3
1500068,1700169,59661914,99746,1500068,Runda 1
1600167,1500158,24141251,101467,1500158,Runda 5
1600377,1800332,53288209,103702,1600377,Runda 3
1500310,1500746,25532992,110463,1500746,1/8 F
1800009,1500533,36869937,112007,1500533,1/2 F
1700453,1800306,39628865,119388,1800306,Runda 5
1600335,1600250,17280006,123848,1600335,Runda 2
2000022,2000196,79830284,127455,2000196,Runda 5
1500106,1500383,15331448,129398,1500383,Runda 5
1500296,1600054,75768718,132533,1600054,Finał I-II
1500551,1600333,89163656,135178,1500551,Runda 2
2000164,1600504,31362313,138013,2000164,Runda 1
1500465,1500696,82523178,140774,1500696,1/4 F
1800102,1700252,74784957,146504,1700252,Runda 1
1600083,1500648,48166729,154376,1600083,Runda 2
1600267,1600613,95756243,158494,1600267,Repasaż 1
1700015,1500217,93546621,161760,1500217,Runda 1
1900289,1600127,41037331,163060,1600127,Repasaż 1
1500586,1500394,17327764,165428,1500394,Repasaż F
2100226,1900381,91496194,169043,1900381,Runda 2
1600257,1800062,64312783,174635,1600257,Runda 4
1900132,1900007,6453084,176960,1900132,Runda 5
1700359,1700027,14224843,183425,1700359,Runda 1
2000170,2000037,5599446,184648,2000170,1/4 F
2000316,1900238,59515960,184848,2000316,Runda 2
1500329,1800003,12975823,197620,1500329,Runda 3
1500853,1600411,33438043,200232,1600411,Runda 1
1500428,1700406,60657243,213077,1500428,Runda 2
1500037,1500828,74477045,215000,1500037,1/2 F
1800160,1800219,29395197,215333,1800219,1/8 F
1500976,1501132,95544472,217629,1500976,Finał I-II
1600125,1600134,6515950,224757,1600134,1/4 F
1500501,1500502,75454021,226057,1500501,Runda 2
1500937,1500459,68180786,226805,1500459,Eliminacje
1500006,1800042,17316673,226889,1500006,Runda 1
1500776,1500797,45250178,227163,1500776,Runda 3
1500376,1501103,69186585,235187,1500376,Runda 5
1900046,2000180,4150803,235304,1900046,Runda 2
1500345,1500417,68516516,237119,1500417,Runda 1
1800310,1800260,29110991,248156,1800260,Eliminacje
1500359,1600461,32253771,249367,1600461,Runda 4
1500313,1500872,54961429,249610,1500313,1/2 F
1500112,1500099,93699803,249772,1500112,Runda 3
1500290,1500101,8372209,249965,1500290,Finał I-II
1600359,1600354,99122039,257781,1600354,Runda 2
2000249,1800096,24592879,258614,2000249,Runda 3
1800011,1700015,39724785,258901,1800011,Runda 3
1500001,1700008,19465832,259416,1500001,Runda 2
1700227,1500569,23260579,265223,1700227,Runda 3
1800170,1700181,1595011,266348,1800170,Repasaż 2
1700416,1500376,14062245,269197,1500376,Runda 2
1600355,1700061,28307265,270529,1700061,Runda 1
1500680,1500880,26852877,271718,1500880,Repasaż 1
2100080,1900306,14769158,274738,2100080,1/4 F
1600028,1500268,93368423,276336,1500268,Runda 1
1500215,1900408,96322637,276544,1500215,Runda 3
1600247,1600314,34202361,283956,1600247,1/2 F
1800056,1800098,77583185,285620,1800098,Runda 4
1800104,1800247,49657109,286798,1800104,1/4 F
1800185,1800306,78058770,288382,1800306,Runda 1
1500164,1500254,23573209,289748,1500164,1/4 F
1700201,1600132,93410434,289889,1700201,Finał III-V
1900105,1900045,78497477,293563,1900105,Runda 2
1900003,1800003,1531665,298014,1800003,Finał I-II
2000038,2000086,11048102,298946,2000086,Repasaż 2
2000258,1900069,12362097,301629,2000258,Repasaż 1
1800424,2000080,36024326,303232,1800424,Runda 1
1500239,1800032,75975828,303329,1500239,Eliminacje
1700290,1900306,271826,305553,1700290,Runda 3
1500924,1500682,58008516,307268,1500682,Runda 1
1700316,1700531,72248662,310819,1700316,1/2 F
1500667,1500718,31263906,326427,1500667,Repasaż 1
1500417,1500356,68516516,327963,1500356,Runda 4
1600601,1501192,44560123,330059,1600601,Runda 5
1500001,1500151,66441169,330271,1500001,Eliminacje
1700166,1800127,1595011,334781,1800127,1/4 F
1700487,1700395,54298445,335495,1700487,Runda 1
1500138,1500094,86869574,339019,1500094,Runda 5
1800253,2100230,90633317,340368,1800253,Repasaż F
2000091,2000117,22262768,345636,2000117,Runda 1
1800185,1700215,96642884,346429,1700215,Runda 3
1500322,1600395,600349,360996,1500322,Runda 2
1600251,1700316,50725156,365139,1600251,Runda 5
1500271,1800042,62544984,372532,1500271,Runda 1
1500158,1500720,13414890,376453,1500720,Runda 3
1500950,1500829,21946559,378395,1500829,Runda 2
1500990,1500640,98182343,379367,1500640,Runda 2
2100223,2000123,52160702,384204,2100223,Finał III-V
2100182,1900021,36986180,387762,1900021,Runda 3
1700131,1700356,66669916,391218,1700356,Runda 4
1600614,1700116,36501264,392923,1700116,Finał I-II
1900372,1700538,55523414,400480,1700538,Runda 1
1500329,1500142,5190312,400677,1500329,Runda 2
1501005,1501140,70338558,406043,1501140,Eliminacje
1500977,1500010,53560929,406096,1500010,1/4 F
1700353,1700146,79683285,414830,1700353,1/4 F
1500410,1500383,9384056,421580,1500410,Runda 2
1700071,1600380,69135995,424178,1700071,Runda 3
1500383,1500426,52498345,430403,1500426,Runda 4
1800235,1600087,42832983,433632,1800235,Runda 5
2000214,2000094,31400020,435223,2000094,1/2 F
1800269,1800416,42559292,437670,1800269,Runda 2
2000184,1900323,75309030,439682,1900323,Runda 2
1600604,1600257,63614464,449980,1600604,Runda 5
1700155,1700238,84250676,451671,1700155,1/4 F
1700367,1500449,63126531,452301,1500449,Repasaż 1
1700016,1500270,1932233,456686,1500270,Finał I-II
1500163,1600279,43612894,457696,1600279,Runda 2
1700434,1600238,10341970,462806,1600238,Runda 4
1700027,1700486,17758459,468887,1700027,Runda 2
1600083,1600428,98573651,469099,1600083,Finał III-V
1700099,1600391,24445899,469875,1600391,Runda 1
1500274,1500211,15963021,469899,1500274,Runda 1
1700530,2000211,42587417,470389,1700530,Runda 4
1700298,1500449,36385156,472408,1700298,Runda 1
1500335,1500587,22781691,472443,1500587,Runda 2
1500693,1500004,91847080,472885,1500004,Eliminacje
1500977,1700015,73368498,474067,1700015,Runda 4
2000346,2000181,33058845,474694,2000346,Runda 3
1500339,1500237,71134957,476396,1500237,Runda 1
1900046,2000099,27467571,482146,2000099,Runda 1
1500227,1500815,14327033,485691,1500815,Repasaż 1
1500114,1500270,11355478,487830,1500270,Runda 2
1800300,1700162,88668761,493415,1700162,Runda 5
1500268,1500239,20461078,499683,1500268,Runda 3
1500877,1600421,83707484,504099,1500877,1/2 F
1700483,1800243,59134238,510759,1700483,Eliminacje
1500217,1600025,50508055,514390,1500217,Runda 2
1600374,1500779,21908559,523700,1600374,Runda 1
1500400,1500375,85919218,535801,1500375,Finał III-V
1500902,1500822,97688890,540368,1500822,Repasaż 2
1500330,1600094,42461830,542650,1600094,Finał I-II
1501200,1500587,73569432,543371,1500587,Runda 5
1600026,1600022,74030439,543569,1600022,Runda 3
1900102,1800149,56798544,543858,1900102,Runda 5
1600083,1500612,23824590,544031,1600083,Runda 1
1500100,1500290,25313919,545183,1500290,Runda 1
1501182,1500944,92354025,557568,1501182,Runda 3
1500321,1500300,8448413,565159,1500321,Eliminacje
1900044,1900376,42539517,567213,1900376,Eliminacje
1500671,1500315,7816887,570529,1500315,Runda 1
1700026,1700523,92118477,572588,1700026,Runda 3
2000205,2000086,27746578,576536,2000205,Runda 3
1500540,1500618,39484878,578644,1500540,1/4 F
1700256,1700253,71872350,584476,1700256,Runda 1
1500422,1700141,5556878,585708,1500422,Runda 3
1500433,1600476,36572953,585747,1500433,Repasaż 2
1500003,1500693,17238823,587078,1500693,Repasaż 1
1600037,1700222,38900452,587225,1600037,1/8 F
1500394,1500587,7816887,594385,1500587,Finał I-II
1500112,1600409,85052503,599199,1500112,1/2 F
1500101,1600220,83930907,601390,1500101,Eliminacje
1500931,1500679,79773226,601708,1500931,1/16 F
1600119,1501195,34202361,602812,1501195,Runda 1
1700297,1800091,76784410,611951,1800091,Runda 5
1600257,1501195,11640921,615253,1600257,Repasaż F
2000004,1800104,76088418,618419,1800104,Runda 1
1700519,1700496,86331375,621468,1700496,Runda 2
1700227,1600531,23931422,624689,1700227,Finał I-II
1500217,1500270,59055063,635050,1500270,Finał I-II
1500315,1500931,8241878,636565,1500315,1/2 F
1500963,1500392,54381241,641463,1500963,Repasaż 1
1600422,1700322,36727741,642756,1700322,Eliminacje
1501163,1501160,57343099,649188,1501160,Finał III-V
1900263,1800208,19733918,650023,1800208,Runda 2
1700251,1700354,73599502,663569,1700251,Runda 1
1600621,1600502,62104830,671300,1600621,1/4 F
1600613,1600325,83707484,672417,1600613,Runda 1
1800154,1500426,89918601,678918,1500426,Finał I-II
1500274,1500037,79888542,681117,1500274,Runda 4
1600322,1600611,81810135,682102,1600611,Runda 3
1800319,2000103,95723595,684888,1800319,Runda 2
1500142,"",72420894,687960,1500142,Runda 2
1500156,1500626,94829798,689088,1500626,1/2 F
1700190,1700230,43985000,693172,1700190,Finał I-II
1600429,1500369,35172595,693385,1500369,Runda 3
1500845,1500449,47760057,698889,1500845,Runda 5
1900375,1900402,84914808,701464,1900402,Repasaż 1
1700487,1600251,7265821,704579,1700487,Runda 1
1600135,1600297,41561051,706443,1600297,Runda 2
1600118,1700256,63975026,710224,1700256,1/4 F
1600428,1500725,26792541,711865,1500725,Repasaż 1
2000115,2000099,53024683,715699,2000099,Runda 3
1500450,1500436,88929716,718059,1500450,Runda 2
1600505,1700488,89562112,718474,1600505,Runda 2
1600428,1500299,98573651,720397,1500299,1/2 F
1500327,1600167,8628102,735687,1500327,Runda 2
1600118,1500594,95935534,739155,1500594,Eliminacje
1700108,1500326,32104294,739379,1500326,Runda 2
2000016,1900328,85956778,740962,1900328,Repasaż F
1501131,1501171,40237500,742227,1501131,Runda 3
1800095,1600337,40026876,743894,1600337,Runda 5
1500320,1500699,65673127,746095,1500320,Runda 2
1500419,1600595,98675396,750132,1500419,Eliminacje
1600601,1600251,44560123,753615,1600251,Runda 5
1500101,1500380,82284663,755110,1500101,Runda 3
1800302,1501184,43183220,755910,1501184,Runda 2
1700117,1500140,84193219,769298,1700117,1/8 F
1500867,1700093,29768517,774701,1500867,1/2 F
1500879,1501199,82126381,774977,1501199,Runda 3
1500408,1500426,73612420,775781,1500426,Runda 2
1600514,2100076,20409138,776473,1600514,Runda 3
1800275,1700382,4406924,779548,1800275,Runda 2
1600332,1500900,32764674,782433,1600332,1/4 F
2000036,1800422,32670724,783112,2000036,Eliminacje
2000273,1900319,51377104,783385,1900319,Runda 3
1500395,1900409,18091940,784517,1500395,Runda 2
1600125,1600297,14887000,784658,1600125,Runda 2
1600115,1600085,96823457,785202,1600115,Finał III-V
1500528,1500425,91877118,790523,1500528,Eliminacje
1500880,1600126,26852877,798011,1500880,Eliminacje
1700510,1900242,59913030,799632,1700510,Repasaż F
1700225,1600106,67354429,812447,1600106,Runda 2
1900226,1700297,54298445,813839,1700297,Runda 1
1900379,1800366,30309058,816469,1900379,Finał I-II
1600609,1800307,92443464,817866,1600609,Runda 3
1700453,1800096,83537649,818635,1700453,Runda 1
1500161,"",57343099,827071,"",Finał I-II
1501192,1700028,53839813,828251,1501192,1/2 F
1500656,1600087,55368674,828611,1500656,Repasaż 1
1500950,1500239,45663419,831216,1500239,Runda 1
1500655,1700117,88020689,833967,1700117,Runda 2
1700483,1501188,70940486,837277,1501188,Repasaż 1
1700254,1600465,63093553,841268,1600465,Runda 3
1500544,1500442,80475835,842333,1500544,Runda 1
1501102,1500156,1262951,842837,1500156,1/4 F
1700027,1900252,92981581,847327,1700027,1/4 F
1600609,1700117,16550846,853008,1700117,Runda 4
1500660,1500645,18266294,855035,1500660,Finał I-II
1500803,1500608,96926979,866946,1500803,Runda 2
1500640,1600320,49600289,869337,1600320,Repasaż 2
1500971,1501109,60938929,874459,1501109,Runda 5
1500847,1600114,63362759,880713,1500847,Runda 3
1500052,1500064,72603007,881173,1500064,Runda 3
"","",9198718,890052,"",Repasaż 2
1500950,1500404,64620888,890209,1500950,Runda 3
1600329,1600504,13140749,893089,1600329,Runda 4
1500540,1500327,79397803,897914,1500540,Runda 5
1500468,1500955,2789810,902187,1500468,Runda 1
1500881,1500618,4329711,906849,1500881,Eliminacje
1700153,2000020,11001463,909923,1700153,Runda 2
1500324,1500423,77013943,910094,1500423,Runda 1
1500328,1500841,62218317,911263,1500328,Repasaż 2
1900091,1700164,76082204,920592,1700164,Runda 2
1500377,1500237,22283803,925103,1500237,Runda 1
1500816,1500443,49464894,928278,1500443,Repasaż 2
"","",67220427,929290,"",Finał I-II
1800019,1600263,23931422,930043,1600263,Repasaż 2
1800411,1800403,8164950,931239,1800411,Runda 2
1700390,1700131,48751304,934754,1700390,Runda 2
1900367,1900145,62091389,936540,1900145,Runda 3
1500008,1500201,93546621,937029,1500008,Runda 2
1700352,1800237,33138573,943254,1800237,Runda 3
1500239,1500950,73341343,946495,1500239,Runda 1
1800007,1500156,3976527,954167,1500156,Runda 3
1800093,2000035,27656824,956445,1800093,Eliminacje
1700297,1900041,1433091,956838,1700297,Runda 2
1900054,1900224,88835157,958265,1900224,Runda 2
1600263,1700116,23931422,958898,1700116,1/4 F
2000004,1900319,17856051,960435,1900319,Runda 3
1800018,1700175,95772107,967191,1700175,Runda 1
1500336,1500447,63887055,969860,1500447,Runda 3
"",1500160,4770626,970845,"",Repasaż 1
1500268,1500375,85423008,971277,1500375,1/2 F
1700167,1700380,35851653,973624,1700167,Runda 1
1600531,2000033,48112061,977456,2000033,Finał I-II
1500381,2100049,73612420,981210,2100049,Runda 1
1800104,1700215,28917444,981908,1800104,Runda 3
1500616,1500971,72249964,985171,1500971,Runda 3
1600114,1600167,58571159,992146,1600167,Runda 1
2000271,1700385,35567886,994398,1700385,1/8 F
1600620,1900227,12744862,998785,1900227,Runda 1
1700153,1900070,75783238,1001099,1700153,Runda 3
1500612,1500410,15113233,1002697,1500410,Runda 5
1800306,1700167,39628865,1004984,1700167,Runda 4
1800256,1800294,30634744,1011743,1800294,Runda 2
1500320,1600301,31389450,1014870,1500320,Repasaż 2
1800202,1900129,14425360,1019223,1900129,Runda 3
1900087,1900266,32403864,1021205,1900087,Runda 2
1500150,1500539,11132816,1022222,1500539,Runda 3
1500955,1500618,75741970,1023467,1500955,1/2 F
1600544,1500383,33444249,1025623,1500383,Finał I-II
1500906,1600412,40392423,1027924,1500906,Runda 1
2000210,1900020,18961337,1029600,2000210,Runda 1
1800403,1900021,43928870,1030265,1800403,Finał I-II
1500635,1500837,76458101,1032984,1500635,Runda 3
1500621,1500692,84193219,1033352,1500621,Eliminacje
1800015,2000094,519563,1036244,1800015,Runda 1
1500993,1501071,83377844,1036950,1501071,Runda 2
1500690,1700158,55762052,1036999,1700158,Runda 1
1900050,2100070,37933470,1038143,2100070,Repasaż F
1600335,1600251,36947143,1044845,1600251,Runda 3
1800098,2000107,59761062,1050026,1800098,1/8 F
2000346,1900122,90745724,1057048,1900122,Runda 3
1600248,1700390,64312783,1059213,1600248,Finał I-II
1900131,1900155,13462697,1060085,1900155,Repasaż 1
1500156,1500422,94611570,1068083,1500422,Runda 3
1900197,2000224,13818745,1071960,1900197,Eliminacje
1500899,1600530,66034582,1073433,1500899,Runda 2
1500916,1500695,25532992,1076588,1500695,Finał III-V
2000007,1600613,77583185,1077408,1600613,Runda 3
1500434,1500722,25623630,1081555,1500434,1/2 F
1500861,1500312,81496603,1086919,1500312,Runda 2
1800142,1501182,25608273,1087523,1501182,Runda 3
1900100,1600297,71689946,1096265,1600297,Finał I-II
1600257,1700256,13275347,1096523,1700256,Eliminacje
1700084,1700085,91515258,1098170,1700085,Runda 3
1500394,1500324,83902703,1098611,1500394,Finał I-II
1700449,1500612,99301292,1104877,1500612,Runda 5
1900003,1600094,71872350,1108592,1900003,Runda 5
1600581,1600326,65438664,1114942,1600326,Runda 5
1800062,1700144,76261277,1114968,1700144,Finał III-V
1600588,1600599,90204858,1119659,1600599,Runda 3
1500202,1500184,35208473,1124191,1500184,Repasaż 2
1500161,"",57343099,1127436,1500161,Eliminacje
1500818,1600292,5916282,1134198,1600292,Repasaż 2
1700454,1700059,25874726,1142993,1700059,Eliminacje
1800365,1500461,79773226,1143204,1800365,1/8 F
1500144,1500417,69806232,1146470,1500417,Runda 5
1500527,1500299,46135888,1147759,1500299,Finał I-II
1500213,1600177,25687572,1150475,1500213,Eliminacje
1500690,1600337,8628102,1162296,1500690,Runda 1
1500381,1700114,48656619,1163270,1700114,Runda 5
1700117,1500419,17327764,1164322,1500419,Finał III-V
1600411,1500370,40216763,1174013,1600411,Repasaż 1
1800142,1700502,25608273,1174390,1700502,Runda 1
1700453,1600421,22840669,1175140,1700453,1/2 F
1500326,1600430,98996987,1181377,1500326,Runda 3
1501160,1500144,66865159,1187198,1500144,1/8 F
1600252,1800303,25608273,1189343,1600252,Runda 4
1500443,1600605,91318842,1189975,1600605,Runda 5
1700071,1700529,7396641,1192415,1700071,Runda 3
1500880,1500690,29669378,1198325,1500880,Finał I-II
1500012,1500069,84713454,1198811,1500069,Runda 5
1500216,1500206,31474259,1203305,1500206,1/2 F
1600417,1800188,23133382,1206396,1600417,Runda 4
1800093,1600621,27656824,1210867,1800093,1/4 F
1501188,1600254,12774067,1212859,1501188,Runda 5
1500345,"",68516516,1223145,1500345,Runda 5
1500213,1800017,84036044,1233255,1500213,Finał I-II
1501199,1700353,63975026,1236716,1501199,1/4 F
1500095,1500104,20317795,1242796,1500095,Runda 1
1900353,1900311,83542784,1244160,1900311,Runda 2
1500275,1500209,62909147,1246265,1500209,Runda 1
1600329,1600267,97899884,1246949,1600329,Runda 2
1700256,1600118,79405186,1247989,1700256,Runda 2
1500384,1500150,68235347,1249553,1500150,Repasaż 1
1500379,1600264,95873121,1282998,1500379,Runda 2
1501132,1500360,57640863,1291481,1500360,Repasaż 2
1500458,1500356,57343099,1292389,1500356,Eliminacje
1600106,1500549,62218317,1293082,1600106,1/2 F
1800018,1900042,80340877,1293126,1900042,Runda 1
1500155,1500417,68516516,1302539,1500417,Runda 5
1600022,1500401,77437752,1303960,1600022,Runda 3
1500877,1500882,20027592,1304839,1500882,Runda 2
1500724,1500940,27424543,1305394,1500940,1/2 F
1600601,1600251,44560123,1311435,1600601,Runda 5
1700144,1600058,96524359,1312054,1600058,Runda 1
1500490,1500498,55572340,1314828,1500498,Runda 2
1800080,2000202,54582648,1322939,1800080,Runda 3
2000186,1800327,82562595,1327663,2000186,1/2 F
1501182,1800154,41037331,1328161,1800154,1/2 F
1700024,1900077,33104128,1339518,1700024,Runda 5
1700243,1700258,67354429,1343079,1700258,Runda 3
1800248,1800308,46112907,1344239,1800248,Runda 3
1500095,1500080,83242240,1344569,1500080,Runda 1
1500423,1500353,98675396,1344787,1500423,1/8 F
1500950,1500671,24766110,1350865,1500950,Runda 3
1500348,1500322,40310929,1355836,1500322,Runda 3
1500310,1500358,69053260,1356236,1500310,Runda 1
1700110,1600504,27611994,1363406,1600504,Runda 1
1501090,1600411,17754166,1366291,1600411,1/2 F
1600178,1500835,53155950,1366506,1500835,1/8 F
1600409,1600450,62176950,1369896,1600450,Runda 4
1900405,1900021,72117520,1370979,1900405,Runda 3
1500700,1600474,59913167,1372764,1500700,Repasaż 1
1600087,1700353,6738363,1373597,1600087,Eliminacje
1500587,1600434,55804634,1375123,1500587,Runda 3
1800229,1800419,7568349,1377726,1800419,Repasaż 1
1700458,1600297,41037331,1380943,1700458,Eliminacje
1500006,1500382,65094274,1385430,1500006,Runda 5
1500693,1500587,22585027,1389638,1500587,Repasaż 1
1800017,1500213,78300013,1397241,1500213,Runda 2
1500093,1500682,92150294,1399384,1500682,Finał I-II
1600522,1500359,32253771,1401202,1500359,Runda 1
1500016,1600189,94269204,1404948,1500016,Runda 2
1900068,1800312,66622233,1406423,1800312,Runda 1
1501184,1500612,69517472,1408467,1500612,Runda 5
1900043,1900050,42539517,1415127,1900043,Eliminacje
1500007,1500145,95163784,1416739,1500007,Runda 3
1500401,1500135,15055009,1419768,1500135,Runda 3
1800202,1900234,14425360,1420666,1800202,Runda 3
2100077,1500326,50184315,1423869,2100077,Repasaż 1
1700182,1800350,72710890,1427915,1700182,Runda 5
"",1500148,61313698,1428287,"",Finał III-V
1700530,1900065,50038423,1444122,1700530,Runda 3
1900176,1900369,72286689,1444243,1900176,Runda 1
1600450,1500094,51182910,1445059,1600450,Runda 3
1500099,1500720,75649544,1451565,1500099,1/2 F
1900289,1500410,79114698,1452380,1500410,Runda 1
1500327,1500338,79397803,1455230,1500327,Runda 4
1600549,1501018,53878798,1461531,1501018,Runda 1
1500612,1600125,3001235,1473591,1600125,Runda 1
1500315,1500362,79612359,1473704,1500315,Runda 1
1700440,1600297,22193020,1475348,1700440,1/2 F
1700310,1900078,36501264,1486067,1700310,1/4 F
1500270,"",54057244,1487302,1500270,Runda 5
1500101,1500835,53914421,1488081,1500101,Finał III-V
1700141,1800415,29609875,1489140,1800415,Runda 3
1500314,1600311,51785198,1491914,1600311,Runda 1
1900041,1700486,1433091,1492254,1900041,Runda 1
1700141,1700221,45717430,1499301,1700141,Runda 1
1500531,1501182,95880333,1502879,1500531,Runda 1
1700154,1600414,25706490,1505320,1600414,Runda 1
1500213,1500382,93145173,1506142,1500213,Runda 3
1700356,1800274,71751313,1506264,1700356,Runda 1
1500748,1500695,25532992,1511349,1500748,1/2 F
1500271,1500283,53411165,1513279,1500271,1/2 F
1800172,1900006,39571540,1517678,1900006,Runda 1
1600114,1500569,4165121,1523469,1500569,1/2 F
1500342,1500376,52768852,1531419,1500342,Runda 3
1600259,1700519,86331375,1533111,1600259,Runda 4
1500213,1500401,3766888,1536814,1500213,1/2 F
1900265,1800280,39039624,1544878,1900265,Runda 3
1700353,1600268,96346334,1548262,1600268,Finał III-V
1500210,1500267,77352352,1551760,1500210,Runda 1
2000079,1800236,57403513,1552941,1800236,Runda 1
1501123,1500806,27763335,1554055,1501123,Runda 5
1500455,1500158,983993,1558536,1500455,Runda 1
1700209,1600108,38900452,1559911,1600108,Repasaż 2
1600025,1700015,77828668,1561615,1700015,1/4 F
1700395,1900344,51580297,1563560,1700395,1/2 F
1700118,1800061,17758459,1567601,1800061,Runda 2
1600256,1600495,44160346,1573892,1600256,Runda 1
1500099,1500008,4599870,1574435,1500008,Runda 4
1500183,1500126,53560929,1578185,1500126,1/4 F
1501107,1500408,97150864,1579570,1501107,Runda 5
1800073,1800315,9153272,1579659,1800073,Runda 5
2000054,1900050,37933470,1581957,2000054,Eliminacje
1500139,1500374,77470303,1584241,1500374,Runda 1
1800247,1800420,27549838,1585331,1800247,Runda 5
1500326,1500393,36746152,1586699,1500326,Eliminacje
1501123,1500095,27661602,1589940,1500095,Repasaż 1
2000086,1800319,27746578,1597571,1800319,Runda 2
1500217,1600025,5734892,1601748,1500217,Runda 4
1800121,1900233,53094754,1601795,1800121,Runda 2
1501187,1700010,21002069,1604687,1501187,Runda 1
1700127,1700280,118009,1608067,1700127,1/2 F
1500881,1600167,24141251,1611619,1500881,Runda 4
1500723,1500438,31263906,1611826,1500438,Eliminacje
1700252,1700380,71904588,1612736,1700252,Repasaż 1
1500448,1500386,88996256,1616243,1500386,1/4 F
1600148,1501184,30038603,1618035,1501184,Runda 4
1700252,1700110,536877,1619373,1700252,Runda 3
1500369,1500429,52414552,1626638,1500429,Eliminacje
1500586,1500951,81848717,1630780,1500951,Finał III-V
1500946,1500373,34387918,1631205,1500373,Runda 3
1500790,1500423,46418389,1631365,1500423,Finał III-V
1700284,1800159,9315105,1633147,1800159,Runda 5
1500211,1500208,15963021,1633820,1500208,Runda 2
1500382,1600292,84258215,1640489,1500382,Runda 3
2000222,1700167,73129011,1642377,1700167,1/2 F
1600268,1700116,67842085,1645258,1700116,Finał I-II
1700144,1700165,55762052,1648082,1700165,Runda 5
2000086,2100070,11048102,1650068,2000086,Repasaż F
1900167,1800149,56798544,1657247,1900167,Runda 1
1500873,1700343,11465042,1666321,1500873,Runda 1
1500141,1500340,72543252,1671698,1500141,Runda 2
1900306,1700538,5953585,1673069,1700538,Finał I-II
1800104,1700542,75222943,1674854,1800104,Runda 1
"",1500302,52000580,1675277,1500302,1/2 F
"",1500267,95690705,1678892,1500267,Repasaż 2
1800149,1700542,39628865,1680342,1800149,Runda 5
1600504,1700110,31362313,1682714,1600504,Runda 2
1500360,1500828,94269204,1688004,1500360,Runda 2
1800003,1600268,59989126,1691114,1600268,Runda 3
1500135,1500224,69752400,1691551,1500135,1/2 F
1600459,1600340,46442357,1692586,1600340,Runda 1
1501188,1700112,44806288,1693519,1501188,1/2 F
1800312,1700026,48064939,1697012,1700026,1/4 F
1600340,1700534,80104603,1697628,1600340,Runda 3
1500008,1500977,74778142,1700173,1500008,1/4 F
1500306,1500879,65464957,1706509,1500306,Finał I-II
1500825,1500978,77307969,1710046,1500825,Runda 1
1500160,1800017,86095418,1710245,1800017,Runda 2
1500743,1500432,36572953,1712997,1500432,Eliminacje
1501187,1500005,7316395,1721394,1501187,Runda 1
1800249,1800096,6848340,1723881,1800096,Repasaż 1
1500037,1501150,74477045,1731200,1500037,Eliminacje
1500402,1600169,58002479,1733115,1500402,Runda 3
1500330,1600114,15897948,1733888,1500330,Runda 1
1800003,1600329,11132816,1735585,1800003,Finał I-II
1700347,1700122,59302353,1735604,1700122,Runda 2
1500618,1500881,52704295,1736415,1500618,Runda 3
1600407,1500971,60938929,1737246,1600407,Runda 1
1900003,1600604,52349741,1737740,1900003,1/2 F
1500815,1500145,20718253,1737976,1500145,1/4 F
1900166,1800215,82519989,1742745,1800215,Runda 1
1700144,1600094,96524359,1744271,1700144,Runda 5
1700494,1501188,12774067,1746168,1501188,Runda 5
1500426,1500408,18403402,1746456,1500426,Runda 2
1700502,1900090,44330878,1758162,1700502,Runda 3
1500095,1500142,99516088,1758336,1500142,Runda 3
1800120,1900175,68652617,1760353,1800120,1/8 F
"",1600406,68180786,1767532,1600406,Eliminacje
1500435,1500871,19697710,1768410,1500871,Runda 1
1500540,1700461,94829798,1773923,1500540,1/2 F
1500626,1500329,53060775,1776742,1500626,Runda 3
1500069,1700013,68716997,1777715,1500069,Repasaż 1
1700518,1700158,66321913,1784459,1700158,Runda 3
1500376,1500399,20718253,1787240,1500376,1/4 F
1500398,1500329,70065070,1789407,1500329,Finał I-II
1500095,1500142,65247383,1792890,1500095,Runda 3
1500408,1500426,50688381,1805959,1500426,Finał I-II
1800392,1500955,3109541,1809116,1800392,1/2 F
1600417,1600458,82320196,1811165,1600458,Runda 2
1500450,1700117,8981572,1818963,1700117,Runda 5
"","",83383479,1820866,"",Runda 1
1500955,1500163,99281230,1822528,1500955,Finał I-II
1500949,1500403,11759021,1825147,1500949,1/4 F
1600463,1600543,56979019,1828889,1600463,Runda 2
1500310,1600064,87500211,1830272,1500310,Eliminacje
