first_competitor,second_competitor,category_id,winner,match_id
1800424,1900015,81687208,1900015,28255717
2000014,2000046,93894916,2000046,28260494
1900145,1900104,29177332,1900104,28300866
1501184,1900100,44647410,1900100,28305066
1900042,2100275,94394146,1900042,28318421
1800241,1900364,34803546,1900364,28344706
1800351,2000007,28586144,1800351,28352327
1800392,1501065,7798184,1800392,28355306
1600329,1500101,32773529,1500101,28362049
1800062,1700177,82473321,1700177,28373448
1500587,1500239,90270649,1500239,28391308
1800415,1600459,22019079,1800415,28400045
1700114,1500612,66137940,1700114,28422392
2000021,1600618,1605247,2000021,28431069
2100196,2100214,83384433,2100196,28440475
1600502,1600088,35731376,1600502,28454961
2000254,1900387,69254490,2000254,28464714
1700256,1500080,76434048,1500080,28481648
1500845,1500449,83410081,1500449,28489990
2000194,2000346,70083850,2000346,28499804
1700538,1800056,28586144,1800056,28531274
1900153,1900051,83384433,1900153,28536656
1800232,1600251,88048778,1600251,28564531
1500419,1500004,87593816,1500419,28569536
1900015,2000016,81687208,1900015,28571566
2000075,2000078,40556595,2000075,28576422
1900319,2000124,81687208,1900319,28579279
1500408,1500410,47337021,1500408,28592053
1600267,1600504,90392589,1600504,28609491
1500874,1600502,35731376,1500874,28609550
2100189,2100205,3585411,2100205,28611143
1900164,1800227,48884355,1800227,28636976
1700110,1600504,32058656,1600504,28643869
1500335,1600125,90270649,1600125,28658744
1700071,1800092,86839569,1700071,28679519
1800364,1500449,73048877,1800364,28687471
1700117,2100075,72846199,1700117,28708658
1500963,1600192,78601896,1600192,28715309
1500648,1500949,16191362,1500949,28722657
1700114,1500410,47337021,1700114,28724976
1800392,1800364,73048877,1800392,28730097
2000126,1900385,94113634,1900385,28741091
2100253,1800235,38479101,2100253,28743482
1500426,1800017,15723691,1500426,28762464
1800403,1900386,73673141,1800403,28762656
1800125,1700297,20625435,1700297,28771232
1700538,1800062,82473321,1800062,28773186
1500539,1700260,84357639,1500539,28814867
2000037,2000186,41150228,2000037,28838121
1800412,1900319,61075387,1900319,28942064
2000033,1800244,7798184,2000033,28945933
1800413,2000183,81687208,2000183,28960279
1600094,1600268,70701621,1600268,28978957
2000211,1900176,83384433,2000211,29003573
1700141,1700254,63722814,1700141,29037070
1500410,1500299,3837516,1500410,29051771
1600075,1500426,47337021,1600075,29084754
1800415,1500569,73048877,1800415,29101677
1700510,1700483,48884355,1700483,29145201
1800025,1700530,48884355,1700530,29193006
1500612,1600083,37376827,1500612,29194512
1600083,1501184,37376827,1600083,29206208
1500381,1500401,15999797,1500401,29208096
1600621,1800110,41150228,1600621,29222617
1800351,1700356,28586144,1800351,29223323
1900259,1900344,94113634,1900259,29242143
1600297,1600083,37376827,1600297,29245700
2000090,1500720,40461362,1500720,29258258
1600083,1501182,66137940,1600083,29279707
1600115,2100097,1605247,1600115,29305989
1500142,1600450,92798146,1600450,29311080
1500315,1500586,1605247,1500586,29321675
1500160,2000152,37540814,1500160,29325616
1900042,1900145,94394146,1900042,29348564
2100049,1500408,15723691,1500408,29358895
1900285,2000022,24337055,1900285,29375295
1900042,1900104,94394146,1900042,29375869
1700153,1900242,48884355,1900242,29381394
1800133,1800208,41150228,1800133,29395960
1900308,1800092,94410639,1900308,29420827
1500720,2000062,54769278,1500720,29443306
1600604,1700144,46026656,1600604,29461495
1700331,1700175,92303021,1700331,29488536
1800062,1700144,98242958,1700144,29504762
1700483,1700530,48884355,1700530,29519884
1700484,1800306,63388575,1800306,29522290
1500586,1500379,53784671,1500379,29561416
1900364,1900308,80027610,1900364,29587665
1500299,1500612,3837516,1500299,29612375
1500410,1500239,37540814,1500239,29623780
1600088,1600251,35731376,1600251,29632443
1700298,1700061,67704249,1700061,29669241
1900102,1700160,38479101,1700160,29677525
1501107,1500215,15723691,1500215,29742960
1800412,1900020,52483288,1800412,29770451
1500158,1800392,94615162,1800392,29783375
2000020,1600502,35731376,2000020,29792869
2100279,2100225,12375490,2100279,29799675
1500160,1500336,37540814,1500160,29802832
1900408,1500215,24280048,1500215,29816001
1500669,1600297,37376827,1600297,29819057
1500539,1500391,84357639,1500391,29823685
1500335,1500587,3837516,1500587,29840485
1900105,1700487,41150228,1900105,29871139
1500163,1800392,42911125,1800392,29911428
1800366,1900379,70083850,1800366,29912282
1700127,1800415,58447675,1800415,29917423
1800096,1900086,52483288,1800096,29927480
1500383,1600542,44647410,1500383,29943477
1600297,1501184,37376827,1501184,29950139
1700483,1800093,48884355,1700483,29953394
1600058,1700144,98242958,1700144,29954886
1900319,1900381,52483288,1900319,29957908
2100094,1500379,47337021,1500379,29982805
1600604,1700253,53453606,1600604,30001450
1700141,1800392,73048877,1800392,30030230
1600148,1600297,65548502,1600297,30031863
2100277,2100244,70083850,2100277,30034935
1500217,1700144,80466941,1500217,30053554
2000318,2100228,83384433,2000318,30077554
2000054,1900099,94410639,2000054,30083875
2000013,2000026,94410639,2000026,30093356
1800364,1500468,24723992,1800364,30116712
1700182,1800232,12541500,1700182,30117602
1600450,1700110,69502754,1600450,30124880
1700064,1600145,61075387,1700064,30139396
1900314,1600329,32058656,1600329,30145130
1600268,1800003,92798146,1800003,30152048
1700071,1900244,86839569,1700071,30159032
2000033,1700254,92303021,1700254,30160368
1900020,1900405,73673141,1900405,30201911
2000192,1800093,48884355,2000192,30203361
1500112,1500080,89059425,1500112,30265805
1900226,1700297,20625435,1700297,30304175
1500426,1500381,47337021,1500426,30313082
1501195,1700453,61075387,1700453,30320998
2000090,1700353,63722814,2000090,30322679
1600249,1800154,20510342,1800154,30323914
1500101,1500138,32773529,1500101,30364442
1800114,1900123,41150228,1800114,30384783
1900040,2100189,3585411,2100189,30387192
2000180,1800077,94410639,1800077,30395538
1800364,1600248,73048877,1800364,30399561
1600251,1501192,35731376,1501192,30406542
1600504,1501195,84357639,1600504,30411821
1500217,1600192,22989802,1500217,30423097
1600087,1700353,74803357,1600087,30423758
1600134,2000150,1605247,1600134,30433906
2000175,1600391,48884355,1600391,30440690
2000171,1700076,28586144,1700076,30462525
1500142,1600450,69502754,1500142,30463373
1600251,1800232,88048778,1600251,30469715
1900100,1500533,37376827,1500533,30473625
1500955,1800392,70391417,1800392,30474446
1600177,1500410,97191435,1500410,30495116
1600145,1800306,61075387,1600145,30495800
1900366,1700297,12541500,1700297,30526950
2000344,2000099,51404974,2000099,30546685
1600329,1600504,32058656,1600329,30555969
1600531,1700254,7798184,1600531,30584175
1700224,1800200,24653464,1700224,30585338
1700487,1800350,20625435,1700487,30593102
2000343,1700530,48884355,2000343,30599444
1700116,2000032,28586144,1700116,30612240
1501107,1500382,17626627,1501107,30613407
1600087,1600604,53453606,1600604,30634529
1500447,1500648,67284773,1500648,30679325
1600134,1600385,47337021,1600385,30687818
1600125,2100098,3837516,1600125,30688339
1500426,1500335,47337021,1500426,30719769
1700197,1700274,48884355,1700274,30727277
1800227,1700483,48884355,1700483,30751674
1500635,2100103,53453606,1500635,30758528
2000099,2000123,51404974,2000123,30772773
1700182,1800051,12541500,1700182,30775311
1600267,1600329,32773529,1600329,30781554
1800091,2100223,20625435,1800091,30794034
1500426,1600297,44647410,1500426,30803118
1500271,1500214,9759481,1500271,30803584
2100068,2000239,94410639,2000239,30805142
1501182,1800154,20510342,1800154,30817139
1500873,1500335,3837516,1500335,30826955
1700367,1700353,63722814,1700367,30828120
1500006,2000338,24280048,1500006,30829290
1500664,1500311,3837516,1500311,30842031
1500410,1900100,37376827,1500410,30856983
2100094,1501188,1605247,2100094,30857980
1900226,1900383,24337055,1900226,30858742
1600174,1500214,15723691,1600174,30866232
2100228,2100201,83384433,2100228,30868909
1500239,1500950,93340099,1500239,30873432
2000206,1800080,73673141,2000206,30873556
1800096,2000004,81687208,1800096,30888455
1800031,1700144,78601896,1800031,30891064
2000022,1900105,94113634,1900105,30894125
1800208,1900313,20625435,1800208,30904448
2000192,1900226,41150228,1900226,30905667
1900408,1500336,37540814,1900408,30926537
1900319,1900381,52483288,1900319,30927021
1501107,1500408,36008564,1500408,30933376
2000086,1900041,24337055,2000086,30943290
2100218,2100198,70083850,2100198,30955462
2100082,1900042,35578273,1900042,30998390
1500239,1500160,93340099,1500160,31005157
1500408,1500401,85423143,1500408,31006544
1800018,2000032,82473321,2000032,31008215
2000049,2000201,94113634,2000201,31023638
2000042,1600504,98635634,1600504,31033118
1600088,1600502,88048778,1600502,31051940
1700167,1600268,53453606,1600268,31064253
1900379,2000036,51404974,2000036,31067774
1500008,1500112,76434048,1500112,31114322
1900067,2000032,82473321,2000032,31132411
1800364,1600531,7798184,1800364,31132510
1500419,2000101,36008564,1500419,31160978
1600248,1700075,67704249,1600248,31160979
1900122,1900321,70083850,1900321,31164202
1900405,1900021,23655601,1900021,31168004
1500401,1500426,15999797,1500401,31168916
1600094,1700141,76434048,1600094,31170599
1700110,1600504,32773529,1600504,31176010
1900402,2000048,69254490,1900402,31191819
1600618,1700024,35731376,1700024,31203337
1500426,1700114,47337021,1500426,31251333
1500408,1500381,20510342,1500408,31290127
2000210,2000254,69254490,2000210,31303188
1500426,1800017,26060937,1500426,31307035
1500383,1600297,67284773,1600297,31311720
1900311,2000051,52483288,1900311,31318521
1600075,1500410,47337021,1500410,31322571
2000223,1900388,69254490,2000223,31334295
1600087,1700256,53453606,1600087,31353460
1500656,1600087,53453606,1500656,31367117
1500665,1800415,73048877,1500665,31367530
1700114,1600249,12095412,1700114,31427303
2100076,1900241,95276352,2100076,31429552
1800127,2000046,48884355,1800127,31438144
1600153,1600263,28586144,1600263,31468955
1500101,1600504,32773529,1500101,31480793
1800207,1700513,69254490,1800207,31516084
1900409,1500612,97191435,1900409,31536218
2000032,1600604,63722814,1600604,31552258
2100097,1500692,40556595,1500692,31564046
1600428,1500693,1605247,1500693,31566941
1800392,1800364,7798184,1800392,31586648
1800073,1800091,24337055,1800073,31638181
1700256,1900311,24653464,1700256,31645367
1500213,1500215,44883895,1500213,31705748
1500720,1500955,54769278,1500955,31713129
1700160,1800413,38479101,1700160,31713467
1500612,1600125,90270649,1600125,31718991
2000020,1600618,40556595,2000020,31729773
1900289,1500410,3837516,1500410,31730533
1500699,1501182,20510342,1501182,31741713
1700024,1800110,41150228,1800110,31757278
1500094,1600329,69502754,1600329,31781682
1800019,1600248,28586144,1600248,31782457
2000347,1900060,96146351,1900060,31803918
1700331,1600531,66740516,1600531,31805683
1600115,1800093,41150228,1800093,31822362
1800054,1600379,38479101,1600379,31851829
1700529,1700530,83384433,1700530,31883616
2000029,1800092,34803546,1800092,31890290
1500692,2000078,53784671,1500692,31891860
1500080,1600450,92798146,1600450,31910637
1600064,1600331,35731376,1600064,31921447
1500586,1500379,1605247,1500586,31921729
1500426,1500419,36008564,1500426,31928923
1700175,1700390,82473321,1700175,31935635
2000087,1800096,52483288,1800096,31935677
1700146,1800003,53453606,1800003,31952635
2000081,1500692,40556595,2000081,31962945
2000095,1600251,35731376,2000095,31965322
1700023,1500146,53784671,1700023,31980027
1600297,1600125,79901281,1600297,31981768
1900020,1900381,73673141,1900381,32000489
1800031,1500158,22989802,1800031,32006696
1500693,2000020,1605247,2000020,32013688
1600434,1900289,37376827,1600434,32059480
1900122,2000022,51404974,2000022,32068631
2100275,2100280,94394146,2100280,32085667
1900046,2000342,94410639,2000342,32130052
1600026,1800017,26060937,1800017,32145990
1800049,2000195,51404974,2000195,32158550
1500142,1600268,92798146,1600268,32167574
1900153,2000045,94113634,1900153,32174324
1500410,2100099,93340099,1500410,32184555
2000204,1700530,83384433,1700530,32199021
1500006,1900408,37540814,1500006,32199204
1500095,1700353,70701621,1500095,32202949
1700023,1500136,93340099,1500136,32224715
2000007,1700064,67704249,2000007,32251617
1700353,1700076,67704249,1700076,32259714
1500379,1900100,3837516,1500379,32275019
1600094,1600268,53453606,1600268,32285140
2000105,1800366,70083850,1800366,32288807
1700479,2100256,63388575,1700479,32290498
1600267,1700453,32058656,1700453,32308009
1900151,1600421,61075387,1600421,32354809
1600386,1500669,37376827,1600386,32390165
2100092,1900385,94113634,1900385,32423102
2000257,1900378,3585411,2000257,32437456
1600248,1600087,53453606,1600248,32440126
1500423,1800021,1605247,1500423,32458010
1600531,1800364,73048877,1800364,32464116
1700154,1800247,24653464,1800247,32486252
1500449,1800392,83410081,1800392,32530126
1900311,1800096,81687208,1900311,32540132
1800003,1600268,53453606,1600268,32555727
1900384,2000194,94410639,2000194,32575542
2000089,1900091,48884355,1900091,32624383
2000257,1900378,34803546,2000257,32652118
2000032,1700538,82473321,1700538,32661504
1700177,2000271,92303021,2000271,32666404
1600621,1700540,41150228,1600621,32698575
1800364,1700127,73048877,1800364,32774611
1600329,1500142,69502754,1500142,32794220
1700144,1500112,89059425,1500112,32810532
1700254,1700141,63722814,1700141,32842162
1500112,1500008,76434048,1500112,32847572
1500383,1600249,12095412,1600249,32849207
1800415,1500158,22989802,1500158,32876812
1600192,1800031,78601896,1600192,32908158
1900003,1800003,53453606,1900003,32910884
1600329,1500391,90392589,1600329,32952163
2000042,1600504,98635634,1600504,32963620
1500163,1500468,94615162,1500468,32992244
1600531,1700141,22019079,1600531,32992298
1600604,1800392,73048877,1800392,32997658
1900367,1900371,94394146,1900367,32999081
1900314,1600329,32058656,1600329,33008286
1600329,1700380,32058656,1600329,33026860
1700244,1700182,12541500,1700244,33033683
2000008,2100195,70083850,2000008,33043042
1500401,1700010,36008564,1700010,33061946
1800232,1800051,12541500,1800232,33081239
1800019,2000007,28586144,1800019,33091149
2000244,2000084,81687208,2000244,33096946
1700513,2100243,63388575,1700513,33108076
1500408,1500426,26060937,1500426,33129590
1500375,1500693,95276352,1500375,33131747
2000316,1900238,51404974,2000316,33149809
1700064,1800207,61075387,1800207,33155279
2000183,1900020,52483288,2000183,33162737
1800392,1500468,24723992,1800392,33182396
1500003,1500730,87593816,1500003,33208884
2000094,1900365,34803546,2000094,33253779
1700483,1700530,48884355,1700483,33256036
2000258,2000223,69254490,2000223,33259998
1700144,1700189,98242958,1700189,33322592
1500612,1600297,37376827,1500612,33333457
2100279,2100225,12375490,2100279,33334708
1700256,1800019,67704249,1800019,33353633
1800392,1600337,7798184,1800392,33373707
1900319,2000106,69254490,1900319,33388866
1700160,1800098,24653464,1800098,33394793
1900021,1900020,73673141,1900020,33409641
1500587,1600264,3837516,1500587,33425331
1500213,1500148,29469615,1500213,33426756
1900409,1500949,97191435,1900409,33436104
1800403,2000210,73673141,2000210,33461937
1500239,1700114,36008564,1700114,33496700
2000039,1600514,1605247,1600514,33499922
1900364,2000029,34803546,1900364,33529269
1501065,1800244,7798184,1501065,33546857
1700529,1700530,65548502,1700530,33550836
1800306,1700513,63388575,1800306,33551549
1500426,1500214,26060937,1500214,33552964
1900366,1700244,12541500,1700244,33610225
1500635,2100096,92798146,1500635,33629710
1900040,1900153,93894916,1900153,33670962
1700254,1700065,82473321,1700065,33675819
2000164,1800234,32058656,1800234,33679103
1800348,2000007,67704249,1800348,33690104
1600604,1700256,53453606,1600604,33696980
2000090,1700141,22019079,1700141,33706244
1500093,1500104,32773529,1500093,33709079
1800415,1600531,22019079,1800415,33739767
2000018,1700529,83384433,1700529,33750246
1600248,1700227,67704249,1700227,33794120
1600504,1700453,84357639,1700453,33850172
1500682,1500094,69502754,1500682,33856019
1600531,1700254,73048877,1600531,33857947
1700114,1500426,20510342,1500426,33862078
2000254,1900387,69254490,2000254,33900107
1500635,1700154,53453606,1500635,33912217
1800392,1600531,58447675,1800392,33969080
1900381,2000254,69254490,2000254,34012510
1900126,1800092,86839569,1900126,34018419
2100271,2100244,70083850,2100244,34053790
1700487,1700297,88048778,1700487,34067838
1500949,1900409,97191435,1500949,34155151
1600094,1500142,92798146,1500142,34163867
1900381,2000244,52483288,2000244,34187047
2100228,1900368,83384433,1900368,34224483
1500955,1500720,83576777,1500955,34226590
1500004,1500692,95276352,1500004,34228336
1500007,1500102,40556595,1500102,34228550
2000050,1700453,61075387,1700453,34245000
1500163,1600279,22989802,1600279,34268869
2100082,1900306,96146351,1900306,34279996
1600618,1600115,1605247,1600115,34322719
1700116,1600263,53453606,1600263,34344974
1900385,2000185,93894916,2000185,34360351
1500213,1500426,15723691,1500213,34376498
1700256,1600087,38479101,1700256,34381569
2000097,2000037,93894916,2000037,34404200
1700244,1800232,12541500,1800232,34416784
1700146,1600094,53453606,1600094,34440652
2000032,1700538,28586144,2000032,34461649
1800207,1900319,69254490,1800207,34464452
2000263,2000311,81687208,2000311,34472847
1700144,1600087,98242958,1700144,34473294
2000347,1800418,12375490,1800418,34492948
1600257,1600263,83410081,1600263,34547165
2100070,2100194,70083850,2100070,34555062
1600148,1800093,48884355,1600148,34565188
1600431,1600428,1605247,1600428,34565655
1900042,1700177,17579854,1700177,34567017
1800238,1800253,38479101,1800253,34583016
1700331,1600417,92303021,1700331,34600433
1800207,1501195,61075387,1800207,34605348
1600458,1700367,63722814,1600458,34614332
1600604,1800062,63722814,1600604,34617273
1600417,1700127,92303021,1700127,34622838
1700015,1600531,78601896,1700015,34623163
1900319,1900402,69254490,1900402,34631391
2000147,1501065,63722814,2000147,34639488
1500845,1700353,46026656,1700353,34675793
1600613,1700076,38479101,1700076,34675836
1800015,1800278,44647410,1800278,34702007
1600450,1500142,98635634,1500142,34706130
1500449,1700227,7798184,1500449,34741098
1800244,2000033,7798184,1800244,34750816
1700160,1900102,38479101,1700160,34787255
1800247,1700542,52483288,1800247,34789580
2000344,2100249,24337055,2000344,34815135
1900042,1700177,92303021,1900042,34821804
1800207,1501195,63388575,1800207,34834550
1500381,1500408,38215718,1500381,34837519
1600329,1600190,32058656,1600329,34875518
1600268,1600505,53453606,1600268,34915961
1900105,1900263,94113634,1900105,34938067
1700531,1800091,20625435,1800091,34951446
1900238,2000027,70083850,1900238,34961760
1900146,1700177,92303021,1700177,34974477
1500662,1800415,66740516,1500662,35002587
1800232,1900226,20625435,1800232,35009697
1600087,1700253,38479101,1600087,35033610
1700353,1700162,32058656,1700353,35079234
1600615,1900364,79901281,1600615,35083034
2100199,2100248,94394146,2100199,35087476
1900364,1700530,79901281,1900364,35098139
1700117,1700023,53784671,1700117,35112654
1700256,1600280,73048877,1700256,35120492
1900311,1900316,24653464,1900311,35120927
2000046,2000018,93894916,2000046,35169488
1900244,2100273,34803546,2100273,35231278
1700114,1500310,47337021,1700114,35267377
1500419,2100076,95276352,2100076,35277728
2100275,2100280,94394146,2100280,35304242
1500419,1500408,17626627,1500408,35311109
2000046,2000029,83384433,2000046,35327406
1500692,2000021,40556595,2000021,35351446
1600267,1500391,84357639,1600267,35361644
1600329,1500142,69502754,1500142,35371752
1800154,1500383,47337021,1800154,35412995
1700177,1900104,92303021,1700177,35413334
1600268,1700256,53453606,1700256,35437997
2000037,2000018,93894916,2000037,35438853
1500587,1500239,53784671,1500239,35489599
1700453,1800411,61075387,1700453,35494879
1700530,2000102,48884355,1700530,35535655
1900238,1800366,51404974,1800366,35548993
1500395,1500271,9759481,1500271,35551629
1900381,1800207,73673141,1800207,35567386
1800091,2000022,24337055,1800091,35580798
1500142,1600409,92798146,1600409,35597111
1600127,1700197,48884355,1700197,35597766
1500383,2000338,24280048,2000338,35601905
1500142,1600450,92798146,1600450,35616833
2000021,1501192,35731376,2000021,35637589
1900365,1900262,34803546,1900365,35668595
2000259,2000273,81687208,2000259,35671466
1500160,1500949,37540814,1500949,35679470
1900306,1700167,81687208,1900306,35696305
2100050,1900294,1605247,2100050,35703316
1600428,1600372,35731376,1600372,35721958
1700254,1700141,63722814,1700254,35742662
1700253,1600460,98242958,1700253,35749352
1600094,1800003,53453606,1800003,35757389
1700245,1900272,20625435,1900272,35772450
2000164,1800096,32058656,2000164,35773097
1700512,1600257,22019079,1700512,35800855
2000101,2000094,37025873,2000101,35808998
1600248,1800415,73048877,1600248,35816831
1600264,1500335,3837516,1500335,35828090
1800413,1800247,24653464,1800413,35829537
1600432,1500612,3837516,1500612,35866545
1500142,1500138,69502754,1500142,35895464
1500587,1500379,92288378,1500587,35910575
1500006,1500395,24280048,1500006,35931525
1700110,1800207,84357639,1700110,35942335
1500391,1500101,34601640,1500391,35959676
1600495,1600604,53453606,1600604,36002993
1600531,1800392,7798184,1800392,36033165
1700167,1900306,81687208,1700167,36056581
1500383,1600297,44647410,1500383,36063308
2000029,1900378,34803546,2000029,36070290
2100078,2000118,51404974,2000118,36100051
1600125,2100074,3837516,2100074,36129411
1800207,1900402,69254490,1900402,36139639
1500008,1500112,76434048,1500112,36144309
1500381,1500299,47337021,1500381,36173541
1500468,1700331,24723992,1500468,36203648
1500612,1500664,3837516,1500612,36234503
1800200,1700176,24653464,1700176,36240229
1800056,1800076,12375490,1800056,36273052
1700244,1800125,12541500,1700244,36273321
1600058,1600280,98242958,1600280,36338257
1600125,1900365,79901281,1600125,36341626
1800031,1500217,80466941,1500217,36341926
1800317,2100192,24653464,2100192,36345724
1500640,1500160,93340099,1500160,36383360
1900381,2000084,52483288,1900381,36386689
2100224,1900319,81687208,1900319,36405612
1500423,1500379,40556595,1500379,36408414
1700141,1600279,13448627,1700141,36432853
2000031,1600115,48884355,1600115,36456410
2100271,2100277,70083850,2100277,36461347
1600248,1600604,98242958,1600604,36463709
2000078,1500693,95276352,2000078,36465071
1700512,1700116,67704249,1700116,36466401
1800319,1800350,51404974,1800319,36488493
1500655,1500335,90270649,1500655,36509551
1500653,1500727,22811288,1500727,36534465
1800018,1900042,17579854,1900042,36536052
1500426,1501182,20510342,1500426,36540548
1500533,1500612,37376827,1500533,36541980
1500382,1500239,36008564,1500382,36613589
1700385,1800194,92303021,1700385,36627665
2000086,2000346,70083850,2000086,36636836
1600115,1800093,1605247,1800093,36655891
1800227,1800025,48884355,1800227,36687542
1700065,1800211,82473321,1700065,36689075
2000315,2100225,12375490,2100225,36703430
1700117,1500587,92288378,1500587,36715551
1900104,1900042,35578273,1900104,36722958
1800306,1900069,63388575,1800306,36725755
1600263,1700256,53453606,1600263,36740635
1500586,2000349,40556595,1500586,36791269
2000004,1800104,52483288,1800104,36797109
1900020,1900402,73673141,1900020,36818268
1900046,2000180,94410639,1900046,36853085
1500449,1800364,7798184,1800364,36862035
1700256,1600409,74803357,1600409,36864546
1500587,1500239,53784671,1500239,36864572
1600504,1700110,84357639,1600504,36883645
2000007,1700167,38479101,1700167,36889022
1600531,1500662,94145454,1600531,36902303
2100188,1900176,83384433,1900176,36905310
1600185,1500955,24723992,1500955,36913997
1500434,1600134,1605247,1500434,36928546
1600115,1600621,41150228,1600621,36931690
2000007,1800076,12375490,1800076,36932063
1700153,1600115,41150228,1600115,36938258
1500299,1500612,37376827,1500299,36939008
1900100,1600375,47337021,1900100,36979226
1500426,1500381,38215718,1500426,36986929
1900274,1800049,51404974,1900274,37027070
1600504,1500391,90392589,1500391,37055834
1700071,1800092,37025873,1700071,37058907
1500950,2000075,40556595,2000075,37076218
2000117,1900001,96146351,2000117,37082785
1600247,1900248,38479101,1600247,37098757
1700167,1800418,81687208,1700167,37102396
1500648,1500383,67284773,1500648,37113843
1600604,2000090,63722814,1600604,37114237
1900145,2100275,94394146,1900145,37117361
1900311,1800418,81687208,1900311,37132287
2000309,2000258,69254490,2000309,37152028
1600226,1500158,78601896,1600226,37170983
1700453,1800096,61075387,1700453,37172946
2100276,2000085,23655601,2000085,37181637
1700141,1600280,63722814,1700141,37193331
1800015,1600148,65548502,1600148,37197348
1500335,1500612,47337021,1500612,37220483
1600088,1600502,88048778,1600502,37221837
1600504,1800096,32058656,1600504,37230291
2000021,1600618,1605247,2000021,37234497
2000152,1500410,37540814,2000152,37250691
1800019,1600094,98242958,1600094,37284693
1800154,1500426,47337021,1500426,37285371
1500587,1500375,92288378,1500375,37289567
1600125,1500410,90270649,1500410,37291007
1700390,1700177,67704249,1700390,37302401
1900408,1600083,37540814,1600083,37303390
1700536,1900262,34803546,1700536,37322720
1900042,2100275,94394146,1900042,37343835
1800376,2000149,1605247,1800376,37374542
1900040,1900261,3585411,1900040,37394369
1900306,1800104,81687208,1800104,37429788
1700114,1500426,44647410,1500426,37433165
1600058,1600280,98242958,1600058,37437025
1700141,1700144,63722814,1700144,37474901
1500426,1500336,17626627,1500426,37515054
1900402,1900319,52483288,1900319,37515777
1500101,1600504,32773529,1500101,37533523
2000271,1700385,67704249,1700385,37593487
1800019,1600190,53453606,1600190,37601976
1800424,1900311,81687208,1900311,37611799
1900382,1900388,23655601,1900388,37644659
1800154,1500426,20510342,1500426,37655453
1900384,2100194,70083850,2100194,37661563
1500435,1700114,66137940,1700114,37689520
1500410,1500612,44647410,1500612,37714795
1600460,1600248,98242958,1600248,37726509
2000183,2000263,81687208,2000263,37764514
1500136,1500949,53784671,1500949,37770518
1700530,2000211,83384433,1700530,37773362
1900226,2000044,51404974,1900226,37777678
1700114,1900100,44647410,1700114,37780115
1500214,1500408,26060937,1500214,37815240
1900003,1500094,92798146,1900003,37823194
1600185,1500163,24723992,1600185,37823344
1900311,1700167,24653464,1700167,37834363
1600621,1600116,41150228,1600621,37845166
1600087,1700256,53453606,1700256,37901976
1600450,1600504,98635634,1600450,37946938
2000034,1900376,70083850,2000034,37949506
1600297,1700114,66137940,1600297,37960437
2000091,1900060,96146351,1900060,37977677
1900104,1700538,67704249,1900104,38010830
1700487,1700297,20625435,1700297,38018365
1600433,1700196,24653464,1700196,38028796
2000032,1700385,67704249,1700385,38038332
2000089,2000031,41150228,2000089,38040021
1900381,2000182,69254490,1900381,38080942
1800098,1800247,38479101,1800247,38098990
2000085,2000202,23655601,2000085,38111701
1500142,1500101,69502754,1500142,38122931
1700256,1800003,70701621,1700256,38129479
1600434,1600375,47337021,1600434,38145967
1500382,1700114,24280048,1500382,38205443
1700230,2000007,28586144,1700230,38216327
1800154,1500426,20510342,1500426,38239071
1700110,1600267,84357639,1600267,38241090
1501107,1500382,24280048,1501107,38241769
1700256,1600604,53453606,1700256,38252884
1500106,1500336,16191362,1500336,38257809
1500239,1500612,97191435,1500239,38274526
1500007,1500950,40556595,1500950,38335564
1800415,1500569,73048877,1800415,38347081
2000007,1900060,28586144,1900060,38370207
1501107,1900408,24280048,1501107,38404530
1500447,1500106,16191362,1500106,38405876
1500949,1600297,16191362,1500949,38452063
1500101,1600267,32773529,1500101,38458844
1800104,2000016,81687208,1800104,38459909
1600247,1700116,53453606,1600247,38472008
1700227,1600337,92303021,1600337,38489416
1700110,1501195,84357639,1700110,38491828
1800208,1800093,41150228,1800208,38493406
1600615,1800015,86839569,1600615,38500029
1700114,1501182,47337021,1700114,38538715
1700453,1600267,90392589,1600267,38539043
1600064,1500612,47337021,1500612,38539721
1700321,1700510,65548502,1700510,38562728
2000194,2000350,94410639,2000194,38601653
1900060,1800418,12375490,1900060,38614888
1600263,1600247,53453606,1600247,38629628
1500950,1500404,53784671,1500950,38642222
1900042,1900367,94394146,1900042,38667214
1500408,1600385,69047473,1500408,38670234
2000020,1600428,1605247,1600428,38678906
1500394,1500239,53784671,1500239,38710248
1600251,1700206,12541500,1600251,38736778
1800019,1600094,53453606,1800019,38775952
1500449,1500845,73048877,1500449,38792723
1500383,1500612,37376827,1500383,38802059
2000309,2000258,69254490,2000309,38807882
1800207,1800104,61075387,1800104,38831634
1700141,1700254,22019079,1700141,38833675
1900289,1500335,97191435,1500335,38881387
2000198,2000022,24337055,2000198,38923372
1500410,1900100,93340099,1500410,38928229
1700353,1700131,63722814,1700353,38934510
1500095,1500008,76434048,1500008,38941167
1700531,1700297,12541500,1700297,38951466
1500336,1500239,36008564,1500239,39058538
1800376,1500692,47337021,1500692,39081530
1900145,1800112,92303021,1800112,39096522
2100069,2100208,94410639,2100069,39120578
1600329,1600504,32058656,1600504,39162458
1600468,1900365,79901281,1900365,39181106
1600329,1600450,61653237,1600450,39195234
1500375,1500587,72846199,1500375,39212768
1600531,2000033,92303021,1600531,39227206
